id	N	mean	sd	se	sentence	task	reference
AC-01-R0757	12	2.583333333	1.505042031	0.434468211	Anche se era successo molto tempo fa io ricordavamo quel giorno con chiarezza.	acceptability	mancini_etal_2018
AC-01-R0758	18	5.666666667	1.495090003	0.352396093	Il professore si arrabbiava quando voi modificavate il piano di lavoro.	acceptability	mancini_etal_2018
AC-01-R0759	11	6.272727273	0.646669791	0.194978278	Sono salpate le navi.	acceptability	greco_etal_2020
AC-01-R0760	10	6.2	0.788810638	0.249443826	Secondo te sono sprofondati i relitti?	acceptability	greco_etal_2020
AC-01-R0761	10	3	2.309401077	0.730296743	Sono i banchieri che voi funzionari avete lodato davanti alla folla.	acceptability	chesi_canal_2019
AC-01-R0762	17	6.941176471	0.242535625	0.058823529	Le prove sono scomparse.	acceptability	greco_etal_2020
AC-01-R0763	18	6	1.571810496	0.370479287	Prima che il comitato venisse eletto tu precisavi in modo chiaro il suo ruolo.	acceptability	mancini_etal_2018
AC-01-R0764	17	4.470588235	1.699913493	0.412289581	Secondo te la salvezza dell'attività sono le svendite della merce?	acceptability	greco_etal_2020
AC-01-R0765	12	1.833333333	1.267304465	0.365839287	Voci di corridoio dicono che loro evitava la segretaria del dipartimento.	acceptability	mancini_etal_2018
AC-01-R0766	10	6	1.333333333	0.421637021	Secondo te i lucchetti hanno chiuso la porta?	acceptability	greco_etal_2020
AC-01-R0767	10	6.7	0.674948558	0.213437475	Secondo te i quadri sono caduti?	acceptability	greco_etal_2020
AC-01-R0768	17	6.294117647	1.046703509	0.25386289	Secondo te sono intervenuti i poliziotti?	acceptability	greco_etal_2020
AC-01-R0769	12	1.5	0.674199862	0.194624736	Durante la stagione fredda voi curavi sempre il raffreddore con i rimedi naturali.	acceptability	mancini_etal_2018
AC-01-R0770	18	5.888888889	1.022619985	0.241033842	Prima della fine di ogni mese loro concludevano la lavorazione di tutti i capitoli.	acceptability	mancini_etal_2018
AC-01-R0771	10	3	1.414213562	0.447213595	Hanno trasmesso i cavi il segnale.	acceptability	greco_etal_2020
AC-01-R0772	11	3.727272727	1.348399725	0.406557814	Hanno dipinto i pittori il panorama.	acceptability	greco_etal_2020
AC-01-R0773	12	6.666666667	0.651338947	0.188025358	Durante la partita della nazionale tu indossavi la maglia azzurra.	acceptability	mancini_etal_2018
AC-01-R0774	17	5.470588235	1.124591429	0.272753485	Le dichiarazioni dell'accordo sono la conclusione dello sciopero.	acceptability	greco_etal_2020
AC-01-R0775	10	4	1.943650632	0.614636297	Secondo te hanno bevuto i neonati il latte?	acceptability	greco_etal_2020
AC-01-R0776	17	6.882352941	0.332105582	0.080547435	Le bende hanno coperto le ustioni.	acceptability	greco_etal_2020
AC-01-R0777	11	3.727272727	1.793929156	0.540889992	L'annuncio del disastro sono le lacerazioni della diga.	acceptability	greco_etal_2020
AC-01-R0778	11	6.909090909	0.301511345	0.090909091	I soldati hanno reagito.	acceptability	greco_etal_2020
AC-01-R0779	10	4.5	1.509230856	0.477260702	Hanno pranzato le signore.	acceptability	greco_etal_2020
AC-01-R0780	28	5.178571429	1.516662306	0.286622235	Sono i custodi che i postini hanno interpellato per aprire la cassetta.	acceptability	chesi_canal_2019
AC-01-R0781	30	5.233333333	1.59056124	0.290395423	Siete voi infermieri che i primari hanno chiamato in sala operatoria.	acceptability	chesi_canal_2019
AC-01-R0782	11	4.818181818	1.721521526	0.51905827	Secondo te le recinzioni della proprietà sono la protezione della fauna?	acceptability	greco_etal_2020
AC-01-R0783	10	5.1	1.852925615	0.585946528	Siete voi ministri che i deputati hanno insultato durante la sessione parlamentare.	acceptability	chesi_canal_2019
AC-01-R0784	11	6.454545455	1.507556723	0.454545455	Secondo te le signore hanno pranzato?	acceptability	greco_etal_2020
AC-01-R0785	16	5.6875	1.302241657	0.325560414	Secondo te sono esondati i fiumi?	acceptability	greco_etal_2020
AC-01-R0786	11	5.818181818	1.778661397	0.536286589	Secondo te le ostentazioni del potere sono la minaccia della società?	acceptability	greco_etal_2020
AC-01-R0787	10	4.3	1.766981104	0.558768487	Secondo te hanno abbassato i negozianti il prezzo?	acceptability	greco_etal_2020
AC-01-R0788	28	5.25	1.838376901	0.347420578	Sono i giardinieri che voi decoratori avete supportato per la sistemazione del cortile.	acceptability	chesi_canal_2019
AC-01-R0789	16	6	1.264911064	0.316227766	Secondo te hanno pattinato le ragazze?	acceptability	greco_etal_2020
AC-01-R0790	14	6.357142857	0.633323694	0.169262877	Ogni anno io sprecavo tonnellate di carta per fare fotocopie.	acceptability	mancini_etal_2018
AC-01-R0791	16	6.5625	0.727438428	0.181859607	Le fondamenta hanno sorretto il palazzo.	acceptability	greco_etal_2020
AC-01-R0792	11	5.363636364	1.858640755	0.560401273	Secondo te hanno sciato gli alpinisti?	acceptability	greco_etal_2020
AC-01-R0793	17	5.588235294	1.73417212	0.420598519	Sono i macchinisti che i controllori hanno salutato alla stazione di Milano.	acceptability	chesi_canal_2019
AC-01-R0794	85	2.047058824	1.353178642	0.146772831	Cosa ti chiedi quale studente ha risolto in un'ora?	acceptability	villata_etal_2015
AC-01-R0795	10	6.5	0.707106781	0.223606798	Secondo te gli studenti sono impalliditi?	acceptability	greco_etal_2020
AC-01-R0796	30	5.333333333	1.708666214	0.311958343	Sono i macchinisti che voi controllori avete salutato alla stazione di Milano.	acceptability	chesi_canal_2019
AC-01-R0797	16	4.3125	1.956825661	0.489206415	Secondo te la minaccia della società sono le ostentazioni del potere?	acceptability	greco_etal_2020
AC-01-R0798	14	1.857142857	1.292412345	0.345411728	Dicono che in passato loro rifiutava sempre il sostegno degli altri.	acceptability	mancini_etal_2018
AC-01-R0799	12	6.583333333	0.514928651	0.148647098	I gatti entravano sempre in casa mentre lui serviva la cena.	acceptability	mancini_etal_2018
AC-01-R0800	14	6.285714286	0.994490316	0.265788717	Appena la mamma usciva di casa lui accendeva il televisore in cucina.	acceptability	mancini_etal_2018
AC-OC-02-R0001	12	4.75	2.301185465	0.664295024	Chi dici che l'infermiera voglia chiamare e il dottore visitare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0002	15	4	1.690308509	0.43643578	Sapevo che l'infermiera voleva registrare e Marco visitarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0003	15	2.733333333	1.437590577	0.371184291	Ci mostrarono il paziente che l'infermiera voleva registrare e Marco medicarlo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0004	14	2.357142857	1.277445941	0.341411789	Ci mostrarono l'anziano signore che l'infermiera aveva visto e il dottore medicato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0005	13	2.230769231	1.3634421	0.3781508	Ho sentito chi è che Maria ha saputo dove il ministro incontrerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0006	14	5.214285714	1.625686668	0.434483038	quale paziente pensi che Maria abbia chiamato e Marco visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0007	11	3.454545455	2.207425485	0.665563826	Questo, lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descriverlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0008	11	5.636363636	1.120064933	0.337712284	Nessuno si aspetta che qualcuno abbia già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0009	14	5.5	1.556623565	0.416025147	Uno studente potrebbe aver mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0010	14	2.785714286	1.577659973	0.421647364	Che cos'è che Giulio ha scritto che lei aveva detto che lo studente avrebbe dovuto descrivere questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0011	13	3	1.957890021	0.543020989	Quale problema lui ha scritto che lei aveva detto che costui avrebbe dovuto descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0012	14	3.071428571	1.685425567	0.45044893	Chi dici che l'infermiera abbia chiamato un uomo e il dottore medicato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0013	14	4.071428571	1.491735474	0.398683075	Sapevo che l'infermiera aveva registrato un uomo e Marco medicato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0014	14	2	1.240347346	0.331496772	Ho sentito chi è che Maria ha saputo perché il ministro incontrerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0015	15	2.533333333	1.407463101	0.36340541	Chi dici che l'infermiera abbia registrato un uomo e Marco visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0016	14	6.285714286	1.138728807	0.304338075	Maria ha saputo quando Carlo darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0017	15	4	1.772810521	0.457737708	Questo problema, Carla dovrebbe considerare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0018	14	3.214285714	1.761929512	0.470895469	Conoscevo il paziente che l'infermiera voleva chiamare e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0019	15	5.066666667	1.751190072	0.452155332	Nessuno si aspetta che qualcuno abbia finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0020	12	5.75	1.658312395	0.478713554	quale paziente dici che Maria abbia registrato e il dottore visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0021	14	6.357142857	1.150728389	0.307545098	Chi è che lei dovrebbe descrivere?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0022	14	2.5	1.506396618	0.402601431	Ci mostrarono il paziente che Maria voleva registrarlo e Marco testare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0023	15	2.4	1.45405836	0.375436254	Ci mostrarono il paziente che Maria aveva visto un paziente e il dottore visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0024	13	6.538461538	0.967417922	0.268313456	Ho sentito che Maria ha saputo perché Carlo prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0025	15	2.933333333	1.032795559	0.266666667	Conoscevo il paziente che Maria voleva registrarlo e Marco medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0026	13	2.769230769	1.535895296	0.425980711	Ci mostrarono l'anziano signore che l'infermiera voleva vederlo e il dottore medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0027	15	3.533333333	1.884776101	0.486647097	Ho sentito a chi è che Maria ha saputo dove il ministro darà il premio .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0028	15	4.933333333	1.751190072	0.452155332	Questo candidato, il professore ha detto che lo studente avrebbe dovuto descriverlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0029	14	5.428571429	1.554857684	0.415553196	Nessuno studente si aspetta che un altro studente abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0030	15	4.8	2.144761059	0.553774924	Ci mostrarono il paziente che Maria voleva registrare e Marco testare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0031	14	1.785714286	1.188313053	0.317590022	quale paziente pensi che Maria voglia chiamarlo e Marco medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0032	12	5.75	1.602554779	0.462617716	Nessuno studente sospetta che qualcuno abbia già finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0033	15	3.333333333	1.718249386	0.443650084	Quale candidato Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionare questo candidato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0034	15	3.2	1.656157342	0.427617987	Uno studente ha finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0035	14	5.071428571	1.817195037	0.485665802	Nessuno studente sostiene di avere mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0036	14	2.857142857	1.511857892	0.404061018	Ho sentito con chi è che Maria ti ha detto dove Carlo parlerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0037	15	6.533333333	0.833809388	0.215288658	Ci mostrarono l'anziano signore che Maria voleva registrare e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0038	15	2.866666667	1.35576371	0.350056685	Ho sentito chi è che Maria ha saputo quando il ministro incontrerà .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0039	15	6.333333333	1.112697281	0.287297202	Ho sentito che Maria ha saputo perché il ministro darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0040	15	6.4	1.121223821	0.289498746	Maria ti ha detto che Carlo farà un sopralluogo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0041	15	5.333333333	1.67616342	0.432783534	Carlo conosceva bene la persona con cui Sara voleva sempre fare qualcosa.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0042	14	2.785714286	1.528124614	0.408408482	Questo candidato, Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0043	12	6.5	0.674199862	0.194624736	Ho sentito che Maria ha saputo dove il ministro incontrerà i dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0044	15	3.066666667	2.051712409	0.529749866	Ci dissero chi l'infermiera aveva registrato e il dottore visitato l'anziano signore .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0045	15	3.4	1.723783215	0.445078912	Uno studente pensa che Francesco abbia mai finito questo esercizio in tempo utile .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0046	12	3.666666667	1.497472618	0.43228311	Ci dissero chi Maria voleva chiamare e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0047	15	5.8	1.473576795	0.380475892	Nessuno sostiene di avere mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0048	14	5.928571429	1.071611706	0.286400275	Carlo conosceva bene la ragazza con cui Sara voleva sempre passare il tempo .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0049	14	4.785714286	1.717716348	0.459079004	il giornalista ha scritto che Susanna aveva detto che lo studente avrebbe dovuto considerare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0050	12	3.833333333	1.898963034	0.54818341	Questo, lui ha affermato che il professore aveva detto che lo studente avrebbe dovuto considerare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0051	12	1.75	1.055289706	0.304635898	Ho sentito quale provvedimento Maria ha saputo quando Carlo prenderà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0052	14	5.928571429	1.591529778	0.425354225	Ci dissero quale paziente l'infermiera aveva chiamato e Marco medicato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0053	13	3	1.683250823	0.466849781	Ci dissero chi l'infermiera aveva registrato un uomo e il dottore visitato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0054	12	3.416666667	2.020725942	0.583333333	Quale problema il giornalista ha suggerito che Susanna aveva pensato che Carla avrebbe dovuto menzionare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0055	15	4.333333333	1.914854216	0.494413232	Ci dissero che l'infermiera voleva chiamare e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0056	15	6.133333333	0.990430402	0.25572803	Maria ha saputo dove Carlo darà il premio ai dottori .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0057	15	2.8	1.320173149	0.340867241	Ci mostrarono il paziente che l'infermiera voleva chiamarlo e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0058	15	3.666666667	1.632993162	0.421637021	Questo problema, lui ha scritto che lei aveva detto che costui avrebbe dovuto descriverlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0059	13	3.153846154	1.625123269	0.450728098	Chi è che il professore ha pensato che Carla avrebbe dovuto menzionarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0060	15	5.4	1.723783215	0.445078912	Questo, lui ha pensato che Carla avrebbe dovuto menzionare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0061	14	3.5	2.028641076	0.542177133	lo studente dovrebbe considerare .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0062	12	1.666666667	1.07308674	0.309773459	Ci dissero quale paziente Maria aveva registrato un uomo e il dottore visitato l'anziano signore.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0063	12	6.083333333	1.831955405	0.528839973	Carlo conosceva bene il compagno di classe che Anna voleva sempre vedere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0064	14	3.642857143	1.645840578	0.439869397	quale paziente dici che l'infermiera voglia chiamare e il dottore medicarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0065	12	2.5	1.314257481	0.379393455	Ci mostrarono l'anziano signore che Maria voleva registrarlo e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0066	14	3	1.467598771	0.39223227	Chi è che Maria ha saputo quando Carlo incontrerà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0067	14	1.928571429	1.268814451	0.339104926	quale paziente pensi che Maria abbia chiamato un uomo e Marco visitato?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0068	13	2.615384615	1.660244035	0.460468846	Quale candidato il giornalista ha affermato che Susanna aveva pensato che lo studente avrebbe dovuto considerarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0069	13	2.615384615	1.850155919	0.513140926	Che cos'è che lo studente dovrebbe considerare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0070	13	4.384615385	1.894661867	0.525484655	A chi è che Maria ha saputo che Carlo darà il premio?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0071	12	4.416666667	2.391588796	0.690392218	Sapevo che l'infermiera voleva registrare e Marco visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0072	15	4.533333333	1.767430203	0.456348516	Nessuno sostiene di avere già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0073	12	4.166666667	2.081665999	0.600925213	Ci dissero chi l'infermiera voleva registrarlo e Marco medicarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0074	15	4.066666667	1.279880947	0.330463839	Chi è che lui ha suggerito che lei aveva pensato che lo studente avrebbe dovuto descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0075	13	6.615384615	0.650443636	0.180400606	Maria ha saputo che Carlo darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0076	13	4	1.825741858	0.506369684	Questo, lo studente dovrebbe considerare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0077	11	5.363636364	1.963299634	0.591957113	quale paziente pensi che Maria voglia chiamare e Marco medicare?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0078	13	6.230769231	1.3634421	0.3781508	Conoscevo il paziente che l'infermiera voleva chiamare e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0079	15	3.066666667	1.709915063	0.441498171	Quale candidato Carla dovrebbe considerare questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0080	13	3.692307692	2.213015115	0.613779959	Questo, lui ha pensato che Carla avrebbe dovuto menzionare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0081	12	3	2.174229226	0.627645914	Questo candidato, Giulio ha scritto che lei aveva detto che Carla avrebbe dovuto menzionare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0082	12	5.75	1.544785952	0.445941293	Uno studente ha già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0083	15	4	2.104417123	0.543358165	Maria si aspetta che qualcuno possa aver mai finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0084	12	5.75	1.422226168	0.41056133	Nessuno sospetta che qualcuno abbia mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0085	15	3.066666667	1.751190072	0.452155332	Ci mostrarono il paziente che Maria aveva registrato e Marco testato un malato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0086	12	2	1.758098146	0.507519219	Che cos'è che lo studente dovrebbe considerarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0087	15	3.333333333	1.2344268	0.318727629	Ci mostrarono il paziente che Maria voleva vederlo e il dottore visitare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0088	13	3.076923077	1.656378503	0.45939674	Chi pensi che Maria voglia chiamare e Marco visitarlo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0089	12	6	1.414213562	0.40824829	Nessuno sostiene di avere mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0090	15	3	1.463850109	0.377964473	quale paziente pensi che l'infermiera abbia registrato un uomo e il dottore visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0091	13	4.076923077	2.139374459	0.593355716	Sapevo che Maria voleva chiamare e il dottore medicare.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0092	14	4.285714286	1.772810521	0.473803541	Questo candidato, lo studente dovrebbe descrivere questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0093	13	2.923076923	1.497861724	0.415432096	Ci dissero che l'infermiera voleva chiamare e il dottore visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0094	14	5.5	1.454436185	0.388714421	Uno studente sostiene di avere già finito questo esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0095	13	6.153846154	1.724632997	0.478327131	Ho sentito che Maria ha saputo che il ministro darà il premio ai dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0096	14	6.428571429	1.089409559	0.291156952	Maria ha saputo perché Carlo incontrerà i dottori.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0097	12	4.666666667	2.015094554	0.581707692	Nessuno sostiene di avere finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0098	15	6	1.463850109	0.377964473	Maria ha saputo dove il ministro prenderà questo provvedimento.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0099	15	6.333333333	0.975900073	0.251976315	Ci dissero quale paziente Maria aveva registrato e il dottore visitato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0100	15	5.466666667	1.641718032	0.423889773	Questo problema, Susanna ha pensato che Carla avrebbe dovuto menzionare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0101	15	1.733333333	1.162919151	0.300264434	A chi è che Maria ha saputo perché Carlo darà il premio?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0102	15	3.066666667	1.486446706	0.383798889	Ho sentito con chi è che Maria ti ha detto quando Carlo parlerà.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0103	13	3.846153846	1.724632997	0.478327131	Ci mostrarono l'anziano signore che Maria voleva registrare e Marco visitarlo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0104	14	2.928571429	1.071611706	0.286400275	Uno studente pensa che Francesco abbia finito alcunchè in così poco tempo?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0105	15	6.333333333	1.5430335	0.398409536	Ho sentito che Maria ti ha detto quando Carlo parlerà col diplomatico.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0106	14	3.214285714	1.672334684	0.446950245	Uno studente ha mai finito questo esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0107	12	4.916666667	1.621353718	0.468044503	Nessuno sospetta che qualcuno possa aver finito nessun esercizio in tempo utile.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0108	12	2.583333333	1.56427929	0.451568535	Conoscevo il paziente che l'infermiera aveva registrato e il dottore visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0109	14	2.571428571	1.696797242	0.453488138	Cos'è che Maria ti ha detto perché Carlo farà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0110	13	4.230769231	2.006400016	0.556475241	Carlo conosceva bene il compagno di classe con cui discutere divertiva sempre Sara.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0111	15	3.2	1.473576795	0.380475892	Chi pensi che Maria abbia chiamato un uomo e Marco visitato l'anziano signore?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0112	15	3.533333333	1.597617273	0.412503006	Che cos'è che Giulio ha scritto che lei aveva detto che lo studente avrebbe dovuto descrivere questo problema?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0113	14	3.785714286	1.888368096	0.504687603	Uno studente sostiene di avere finito alcunchè in così poco tempo.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0114	15	4.266666667	1.869555588	0.482717177	Questo, lei dovrebbe descrivere.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0115	15	5.6	1.4040757	0.362530787	Cos'è che Maria ti ha detto che Carlo farà?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0116	14	2.142857143	1.460091823	0.390225954	Ci mostrarono l'anziano signore che Maria aveva registrato un paziente e Marco visitato .	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0117	15	3.666666667	2.058663459	0.53154462	Uno studente pensa che Francesco abbia finito nessun esercizio in tempo utile?	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0118	12	3.166666667	2.249579085	0.649397545	Questo problema, Susanna ha pensato che Carla avrebbe dovuto menzionare questo candidato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0119	13	6.846153846	0.375533808	0.104154339	Susanna ha detto che Carla avrebbe dovuto menzionare questo problema.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
AC-OC-02-R0120	15	5.466666667	1.884776101	0.486647097	Ci dissero che Maria aveva chiamato un uomo e il dottore visitato un malato.	acceptability	Artif_Data:_chowdhury_zamparelli_2018
